id,username,created_at,lng,lat,text
1.51838E+18,bzref,Mon Apr 25 00:14:42 +0000 2022,-70.087199,41.270788,@MattVautour424 @BHallWrites Matt knows my flight order cold.
1.51838E+18,samuelmcchesney,Mon Apr 25 00:14:42 +0000 2022,-93.2620465,44.9706105,"I forgot the most important new boy, the McDonald’s block ⚡️looks like the podium is nearly completed https://t.co/Au9dN87MU3"
1.51838E+18,katie_stp,Mon Apr 25 00:14:42 +0000 2022,-93.1056485,44.9415155,@coreyschreppel Corey it’s my favorite show of all time! I’m so glad you watched it!!!
1.51838E+18,russellwharvard,Mon Apr 25 00:14:42 +0000 2022,-118.1488,34.1467,"Just posted a photo @ Pasadena, California https://t.co/8aMlmxpjb9"
1.51838E+18,mirahmadeit_,Mon Apr 25 00:14:43 +0000 2022,-79.420865,38.0033755,I thank god for the relationships I have with each of my childrens dna contributors. I really do. I got three dick… https://t.co/K0mTZwHBtI
1.51838E+18,BeamMeUpScotee,Mon Apr 25 00:14:43 +0000 2022,-120.5834015,44.1454365,@CNASdc @joshtpm @SamBendett @DefenseOne Garbage in garbage out
1.51838E+18,Mutiny32,Mon Apr 25 00:14:43 +0000 2022,-94.269116,38.9331445,"Well that inning was dogshit, right down the Royals' alley."
1.51838E+18,AnthonyShiffra,Mon Apr 25 00:14:43 +0000 2022,-87.8241255,42.738643,It hits different when the slider backs up and still ends up strike 3. Living life on the edge
1.51838E+18,DeonStafford_Jr,Mon Apr 25 00:14:43 +0000 2022,-77.604684,41.1179365,Best baseball player ever.
1.51838E+18,YFanGirlJ,Mon Apr 25 00:14:43 +0000 2022,-111.967516,41.0825395,@spencermusic10 *Hurry and go today because diet starts tomorrow *also the title of my autobiography
1.51838E+18,carissajanuary,Mon Apr 25 00:14:43 +0000 2022,-95.4464865,29.838495,Okay well let’s DO SOMETHING
1.51838E+18,ParanormalNate,Mon Apr 25 00:14:43 +0000 2022,-72.160536,43.355063,@JohnELTenney @SpookEats Analog recorders are excellent! Good call!
1.51838E+18,mae6489,Mon Apr 25 00:14:43 +0000 2022,-71.1421555,42.323239,@dave_47w I’m not assuming and I’m not going to go on and on with this.
1.51838E+18,FrippDawg,Mon Apr 25 00:14:43 +0000 2022,-83.45859,34.114632,@RidgetopDawg Awesome indeed D!
1.51838E+18,AztecGoddessNY,Mon Apr 25 00:14:43 +0000 2022,-73.9487755,40.655138,UPDATE: Not Available On Thursday 4/26
1.51838E+18,TriBunger,Mon Apr 25 00:14:44 +0000 2022,-96.5748,39.1857,Check this out!  It’s gonna be an amazing night! US Air Guitar Championship qualifying event right here in Manhatta… https://t.co/RCtLaFnq8c
1.51838E+18,Xandrila666,Mon Apr 25 00:14:44 +0000 2022,-74.066663,40.7180015,Come dance to Ultra Heavy Beats!#goth #cyberpunk #punk #alternative #fashion #gothic #gothicgirl #cybergoth #witch… https://t.co/ALBal05jGz
1.51838E+18,Ayiro,Mon Apr 25 00:14:44 +0000 2022,-96.7617535,32.8198585,NOTHING is for free.
1.51838E+18,CFraase,Mon Apr 25 00:14:44 +0000 2022,-83.1738665,32.6782075,@roseaiello2 @nilslofgren She's gotten so big! Taller than Nils standing on her back legs.
1.51838E+18,CdnLadyKathy,Mon Apr 25 00:14:44 +0000 2022,-80.4764035,43.43024,"Bill toasting with the Canfields. He starts to cough, and goes outside.  I think he had blood in his handkerchief #Hearties"
1.51838E+18,BigBlue1977ATL,Mon Apr 25 00:14:45 +0000 2022,-100.0768885,31.1688935,@pierbii Anytime
1.51838E+18,nick29788772,Mon Apr 25 00:14:45 +0000 2022,-93.389864,41.9382285,@IAWild We have to win today come on guys
1.51838E+18,cinemaxwell,Mon Apr 25 00:14:45 +0000 2022,-73.9487755,40.655138,@pj_campbell Enemy of the State is a sequel to The Conversation.
1.51838E+18,gochar_natasha,Mon Apr 25 00:14:45 +0000 2022,-79.420865,38.0033755,"@Irma_Spikeymama Excellent, thanks."
1.51838E+18,taasteofariel,Mon Apr 25 00:14:45 +0000 2022,-104.955612,39.589577,Stroke that dick on my pretty face while I suck on them balls 🏀🏀 @holewrecker69 https://t.co/GWvvsxnJK3 https://t.co/j2laBdZu6S
1.51838E+18,dahrenstorff,Mon Apr 25 00:14:45 +0000 2022,-91.124226,30.370292,The highly anticipated first crawfish meal! https://t.co/jYcKvh32JE
1.51838E+18,begroom,Mon Apr 25 00:14:45 +0000 2022,-70.9075225,42.515052,"Okay but like, will the @LimitedRunGames retail store have Shantae and the Pirate’s Curse?"
1.51838E+18,apooh9,Mon Apr 25 00:14:45 +0000 2022,-80.084212,26.6170285,@LauraRiggaro Frosted Flakes
1.51838E+18,POCSecrets,Mon Apr 25 00:14:46 +0000 2022,-73.9487755,40.655138,Telekinesis is the gayest super power
1.51838E+18,BAloha2020,Mon Apr 25 00:14:46 +0000 2022,-78.6816715,43.1716025,@TulsiGabbard Mommas and dads and babies and kids are trying to come to America to save.their lives. ALOHA at its c… https://t.co/JPnIfsIURC
1.51838E+18,newt_witterhand,Mon Apr 25 00:14:45 +0000 2022,-76.616272,39.310543,"At the underground show, seated, with some confusion about performance order and start time. My book for the evenin… https://t.co/2NMHW16rSI"
1.51838E+18,journinaomi,Mon Apr 25 00:14:46 +0000 2022,-104.8378075,39.6177825,"This day #2 I left work early , not bout to work the shit outta me"
1.51838E+18,Chloe_Diamond94,Mon Apr 25 00:14:45 +0000 2022,-92.131274,34.7519365,@RobbyTebow tomorrow afternoon hospital https://t.co/GmQEk7E00M
1.51838E+18,random_arts05,Mon Apr 25 00:14:46 +0000 2022,-76.7972215,39.4219875,love u @MarilynJGrey1 &lt;3 https://t.co/AGLwGjRRTf
1.51838E+18,proudmawmawof3,Mon Apr 25 00:14:46 +0000 2022,-83.1738665,32.6782075,#hearties Oh no Nathan has got to lock Mei up. I can't wait to see Jeffery locked up. #WCTH@hallmarkchannel… https://t.co/bX7PEipkik
1.51838E+18,AyeeeTy_,Mon Apr 25 00:14:46 +0000 2022,-79.8573635,36.090397,@bandup2wavii Hell yea I’m watching it right now 😭 better locked in
1.51838E+18,windowsee,Mon Apr 25 00:14:46 +0000 2022,-79.2725695,43.629311,#HarlanCoben’s #HoldTight has the best family fight scene!!! #StayClose boasts a great police buddy team of former… https://t.co/72bmIZbiJV
1.51838E+18,ShayKhatiri,Mon Apr 25 00:14:46 +0000 2022,-77.0143985,38.898603,So he lied to his own conference?
1.51838E+18,ac_hutchens,Mon Apr 25 00:14:47 +0000 2022,-111.9632775,40.5594805,@DuringJs @lacroicsz You just look at the building and it makes you feel dead inside 🫤
